# Pathway	PD_10_HC_Abundance	PD_10_PC_Abundance	PD_10_Abundance	PD_11_HC_Abundance	PD_11_PC_Abundance	PD_11_Abundance	PD_12_HC_Abundance	PD_12_PC_Abundance	PD_12_Abundance	PD_13_HC_Abundance	PD_13_PC_Abundance	PD_13_Abundance	PD_14_HC_Abundance	PD_14_PC_Abundance	PD_14_Abundance	PD_15_HC_Abundance	PD_15_PC_Abundance	PD_15_Abundance	PD_16_HC_Abundance	PD_16_PC_Abundance	PD_16_Abundance	PD_17_HC_Abundance	PD_17_PC_Abundance	PD_17_Abundance	PD_18_HC_Abundance	PD_18_PC_Abundance	PD_18_Abundance	PD_19_HC_Abundance	PD_19_PC_Abundance	PD_19_Abundance	PD_1_HC_Abundance	PD_1_PC_Abundance	PD_1_Abundance	PD_20_HC_Abundance	PD_20_PC_Abundance	PD_20_Abundance	PD_21_HC_Abundance	PD_21_PC_Abundance	PD_21_Abundance	PD_22_HC_Abundance	PD_22_PC_Abundance	PD_22_Abundance	PD_23_HC_Abundance	PD_23_PC_Abundance	PD_23_Abundance	PD_24_HC_Abundance	PD_24_PC_Abundance	PD_24_Abundance	PD_25_HC_Abundance	PD_25_PC_Abundance	PD_25_Abundance	PD_26_HC_Abundance	PD_26_PC_Abundance	PD_26_Abundance	PD_27_HC_Abundance	PD_27_PC_Abundance	PD_27_Abundance	PD_28_HC_Abundance	PD_28_PC_Abundance	PD_28_Abundance	PD_29_HC_Abundance	PD_29_PC_Abundance	PD_29_Abundance	PD_2_HC_Abundance	PD_2_PC_Abundance	PD_2_Abundance	PD_30_PC_Abundance	PD_30_Abundance	PD_31_PC_Abundance	PD_31_Abundance	PD_32_PC_Abundance	PD_32_Abundance	PD_33_PC_Abundance	PD_33_Abundance	PD_34_PC_Abundance	PD_34_Abundance	PD_35_PC_Abundance	PD_35_Abundance	PD_36_PC_Abundance	PD_36_Abundance	PD_37_PC_Abundance	PD_37_Abundance	PD_38_PC_Abundance	PD_38_Abundance	PD_39_PC_Abundance	PD_39_Abundance	PD_3_HC_Abundance	PD_3_PC_Abundance	PD_3_Abundance	PD_40_PC_Abundance	PD_40_Abundance	PD_41_PC_Abundance	PD_41_Abundance	PD_42_Abundance	PD_43_Abundance	PD_44_Abundance	PD_45_Abundance	PD_46_Abundance	PD_47_Abundance	PD_48_Abundance	PD_4_HC_Abundance	PD_4_PC_Abundance	PD_4_Abundance	PD_5_HC_Abundance	PD_5_PC_Abundance	PD_5_Abundance	PD_6_HC_Abundance	PD_6_PC_Abundance	PD_6_Abundance	PD_7_HC_Abundance	PD_7_PC_Abundance	PD_7_Abundance	PD_8_HC_Abundance	PD_8_PC_Abundance	PD_8_Abundance	PD_9_HC_Abundance	PD_9_PC_Abundance	PD_9_Abundance
1CMET2-PWY: N10-formyl-tetrahydrofolate biosynthesis|g__Parabacteroides.s__Parabacteroides_distasonis	0	0	0	0	0	0	0	0	0	0	0.000112825	0.000283281	0	0.000860686	0.000135662	0.000112658	0.000227477	0.001977	0	0.000317322	0	0.000140638	0.000494968	7.49421e-05	0.000198872	0	0.000215259	0	0	0	0.00089965	0	0.000237181	0.000308484	0	0	0.00194172	0.000207092	0.000162899	0	0	9.69391e-05	0	9.68907e-05	6.83909e-05	8.2061e-05	0.000196979	0.000195713	0.000415834	0.000389451	0.000383581	0	0.000654525	0	0.000111319	0.000215982	0	0.000882323	0	0.000197872	0	0.00185619	0	0	0.00034975	0	0.000475384	0	0.000439056	0.000214845	0.000210243	6.09505e-05	0	0	0	0	0	0.00010136	0.00016648	0.000562485	0.000571001	0	0	0.000711048	0	0	0.000230638	0.000802076	7.03557e-05	0.000105725	0	0	0	0	0	0	0.000115018	5.41326e-05	0.000327985	0	0.00011261	0	0.00016486	0.000314275	0	0	0	0.000161103	0.00049413	0.00337986	0	5.6845e-05	0.00377428	0.000395847	0.000225892	0.000512801	0.000338543	0
1CMET2-PWY: N10-formyl-tetrahydrofolate biosynthesis|g__Parabacteroides.s__Parabacteroides_goldsteinii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000104934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.93989e-05	0.000202763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00108074	0	0	0	0	0.000254022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000178213	0	0	0	0	0	0	0	0	0	0	6.44223e-05	0	0	3.74515e-05	0	0	0	0	0	0	0	0	0.000210415	0	0	0	0	0.00019993	0
1CMET2-PWY: N10-formyl-tetrahydrofolate biosynthesis|g__Parabacteroides.s__Parabacteroides_johnsonii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000171213	0	0	0	0.000383382	0	0	0	0	0	0	0	0	0	0	0	0	0.000126993	0	0	0.000109781	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000131263	0	0	0	0	9.9614e-05	0	0	0	0	0	0	0	0.000312401	0	0.000123515	0	0.000158496	0	0	0	0	0	0	0	0	2.96097e-05	0	0	0	0	0	0	0	0	0	0	0	0	0.000285468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000146894	0	0	0	0	0	0	0	0	0	0	0.000113595	0	0
1CMET2-PWY: N10-formyl-tetrahydrofolate biosynthesis|g__Parabacteroides.s__Parabacteroides_merdae	0	0	0	0.000999133	0	0.00604223	0	0	0	0.000189052	0.000278797	0	0	0.000637855	0	0	0	0.000821815	0	0.000296574	0.000222532	6.98922e-05	0.000176265	4.42841e-05	0	0	0.000352773	0	0.000152812	0.000487132	0	0	6.68614e-05	0.00114679	0	0.00115441	0	0.000171058	0.000297467	0	0.000323514	0.000211167	0	0.000111454	7.32118e-05	0.000130396	0	0.000324226	0.000412413	0	0.000126285	0.00103649	0.000171165	0	0.000103458	0	0	0.000275385	0.000122867	0.000298019	0	0	0	0	0.000439412	0	0	0	6.52833e-05	0.000466321	0	9.60671e-05	0	0	0	0.000132056	0.00043512	2.1831e-05	7.12479e-05	3.96701e-05	0.000399711	0.000256335	6.87737e-05	0.000181742	0	0.000202103	0.000291953	0	9.9948e-05	0	0	2.14521e-05	0	0	0	7.14135e-05	0	0	1.7748e-05	0.000109964	0.000700588	0.000213166	5.92399e-05	6.15427e-05	0	0.000526408	0.000348	0.000209373	0	0	0	0.000131415	0.000251694	0.000352671	0.000529015	0.000195633	0.000235952	0
1CMET2-PWY: N10-formyl-tetrahydrofolate biosynthesis|g__Proteus.s__Proteus_penneri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.90128e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1CMET2-PWY: N10-formyl-tetrahydrofolate biosynthesis|g__Serratia.s__Serratia_liquefaciens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.95219e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1CMET2-PWY: N10-formyl-tetrahydrofolate biosynthesis|g__Streptococcus.s__Streptococcus_parasanguinis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000113615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000113232	0	0	0	0	0	0	0	0	4.71337e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.88961e-05	0	0	0	0	0	6.50554e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.19384e-05
1CMET2-PWY: N10-formyl-tetrahydrofolate biosynthesis|unclassified	0	0.000274872	0.000995722	0	0.00131447	0	0.000775576	0	0.000326211	0.000571632	0.0032848	0.000354928	0	0	0	0	0	0	0.000313202	0	0	0	0	0	0.000437957	0.00115203	0	0.00133912	0.000536866	0.000571637	0.00185688	0.00103876	0	0.000545594	0	0.00238675	0	0	0	0	0	0	0.00164889	0.000469122	0.000147647	0.00131304	0	0	0.000615565	0	0.00164891	0	0.000537092	0.000472251	0.00103637	0.000330098	0.00221662	0.000614579	0	0.000349271	0.000280624	0.00130579	0.000580712	0.00174632	0.00090812	0.00257425	0.000966887	0.00118076	0	0	0.00138588	0	0.000463096	0	0.000159879	0.000134073	0	0	0.000330952	0	0	0.00174438	0.000424506	0.000623323	0.0069958	0.00130499	0.000161362	0	0.00019794	0.00022226	0.000383528	0.000358713	0	0.00101928	0.00105295	0.000469022	0	0	0.000586656	0.00331708	0.000709754	0.000567886	0	0	0.00104172	0	0	0.00248709	0	0.00122018	0.000649238	0.000476658	0.000115692	0.000565865	0	0.000605391	0.00036942	0.000465359
3-HYDROXYPHENYLACETATE-DEGRADATION-PWY: 4-hydroxyphenylacetate degradation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000401308	4.8448e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002032	0	0	0	0	0	9.41102e-05	0	0	0	0	0	0	0	2.60693e-05	7.64223e-05	0	0	0	0	0	0	0	0	0	8.48172e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.45803e-05	0.000118462	0	0	0	0	0	0.00107028
3-HYDROXYPHENYLACETATE-DEGRADATION-PWY: 4-hydroxyphenylacetate degradation|g__Escherichia.s__Escherichia_coli	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000377928	4.25242e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.80461e-05	0	0	0	0	0	9.13083e-05	0	0	0	0	0	0	0	2.60693e-05	7.64223e-05	0	0	0	0	0	0	0	0	0	7.42011e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000108966	0	0	0	0	0	0.00106864
7ALPHADEHYDROX-PWY: cholate degradation (bacteria, anaerobic)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.35558e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.98511e-05	0	0	0	0	3.19403e-05	0	0	0	0	0	0	0	4.85376e-05	0	0	0	0.000298485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7ALPHADEHYDROX-PWY: cholate degradation (bacteria, anaerobic)|g__Clostridium.s__Clostridium_scindens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.47539e-05	0	0	0	0	0	0	0	0	0	0	0	0	1.47714e-05	0	0	0	9.46199e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7ALPHADEHYDROX-PWY: cholate degradation (bacteria, anaerobic)|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_5_1_57FAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.35558e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.21328e-05	0	0	0	0	3.19403e-05	0	0	0	0	0	0	0	2.29916e-05	0	0	0	0.000154011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AEROBACTINSYN-PWY: aerobactin biosynthesis	0	0	0	0	0	0	0	0	0	0	1.26353e-05	0	0	0	0	0	0	0	0	0	1.47903e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.76588e-05	0	0	0	0	0	0.000136659	0	4.48967e-05	0	0	0.000222179	0	0	0	0	2.96062e-05	0.000150664	2.311e-05	0	0	0	0	0	9.69535e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.55819e-05	0	0	0	0	0	0	0	0	0	0
AEROBACTINSYN-PWY: aerobactin biosynthesis|g__Escherichia.s__Escherichia_coli	0	0	0	0	0	0	0	0	0	0	1.26353e-05	0	0	0	0	0	0	0	0	0	1.47903e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.76588e-05	0	0	0	0	0	0.000136659	0	4.48967e-05	0	0	0.000222179	0	0	0	0	2.96062e-05	0.000150664	2.311e-05	0	0	0	0	0	9.69535e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.55819e-05	0	0	0	0	0	0	0	0	0	0
ALL-CHORISMATE-PWY: superpathway of chorismate metabolism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000476044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000493041	0	0	0	0	0	0.00096937	0.000400213	0	0	0	0	0.000299963	0	0	0	0	0	0	0	0	0	0.000579305	0	0.000116319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0004781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ALLANTOINDEG-PWY: superpathway of allantoin degradation in yeast	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.39601e-05	0.000275034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.82776e-05	0	0	0	0	0	4.25992e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.44707e-05	0	0	0	4.76232e-05
ANAEROFRUCAT-PWY: homolactic fermentation	0.00825314	0.00573128	0.00410321	0.00702692	0.00513605	0.0023612	0.00463197	0.00275555	0.00706473	0.00314862	0.00483706	0.00589378	0.00588524	0.00627777	0.00334364	0.00483601	0.00419969	0.00784876	0.00575684	0.00640203	0.00389118	0.0019437	0.00359091	0.00258233	0.00554462	0.00515668	0.00257749	0.00506033	0.00811832	0.00552573	0.006273	0.00355962	0.00439614	0.00552212	0.00499994	0.00182795	0.00376359	0.00493513	0.00508405	0.00463438	0.00405103	0.00352324	0.00447305	0.00392405	0.00383063	0.00562229	0.00517756	0.00624589	0.00702669	0.00506612	0.00454147	0.00598506	0.00482297	0.00609807	0.0042461	0.00445692	0.00372974	0.00488116	0.0035614	0.00579108	0.00500409	0.00619716	0.00421033	0.00532418	0.00666016	0.00458489	0.00579763	0.00459004	0.00774982	0.00567411	0.0045462	0.005938	0.00416152	0.00700738	0.00354401	0.00636683	0.00224176	0.00691898	0.00453732	0.00392293	0.00513201	0.00599599	0.00913456	0.00828529	0.00728038	0.00491633	0.00417152	0.00516842	0.00506103	0.0052276	0.00538005	0.00466403	0.00113161	0.00393254	0.00545032	0.0046842	0.00521935	0.00210655	0.00575162	0.00678137	0.00540326	0.00250043	0.00335443	0.00656011	0.00597724	0.00305867	0.00348866	0.00267712	0.00522142	0.00690337	0.00381738	0.00530523	0.00701223	0.00489755	0.00492992	0.0072252	0.00543298	0.00518176
ANAEROFRUCAT-PWY: homolactic fermentation|g__Escherichia.s__Escherichia_coli	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.81296e-05	0	0	0	0	0.000227237	0	0	0	0	0	0	5.23027e-05	0	0	0	0	0	4.86909e-05	0	0	0	0	0	0	0	0	0	0	3.23282e-05	0	0	0	0.000126796	0	0	0	0	0	0	0	0	0	0	0	0	0.000142291	0	0	0	0	0	0	0	1.51542e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANAEROFRUCAT-PWY: homolactic fermentation|g__Lactococcus.s__Lactococcus_lactis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.21234e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANAEROFRUCAT-PWY: homolactic fermentation|unclassified	0.000945482	0.000211724	0.000935536	0	0.000465825	0	0.00143743	0	0	0	0	0.000444361	0	0	0	0	0.000629636	0.000495615	0	0	0	0	0.000974049	0	0.000841845	0	0	0	0	0.000854792	0	0.000379953	0.000932058	0.00145586	0	0	0	0	0	0	0	0	0.00116378	0	0.0004655	0	0.000893552	0	0	0	0	0.000432769	0.00114813	0.000590812	0.000657743	0	0	0	0.00088874	0.00069567	0	0	0.000468954	0.00131324	0	0.000300004	0.000533266	0	0	0.000344029	0	0	0.000744871	0	0.00067277	0	0.000748056	0.00210573	0.000691124	0.000501658	0	0	0	0	0	0	0.000762709	0	0.000993445	0.00058677	0	0.000775205	0	0.000996411	0.000498394	0.000956283	0	0.00092045	0.00044424	0.000893061	0.000441475	0.00037751	0	0.000920941	0.000723985	0	0.000194671	0	0	0	0.000332677	0	0	0.000915017	0	0.000478637	0.00109993	0
ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)	0.0118291	0.0125928	0.00994686	0.0112007	0.0081373	0.00543994	0.00767874	0.00957551	0.0119462	0.0108636	0.00959149	0.0121439	0.00992588	0.00975645	0.01125	0.00818538	0.00567809	0.0134265	0.0103702	0.0129319	0.00695535	0.0107734	0.0108711	0.00860428	0.0104091	0.0124014	0.010571	0.00850111	0.0132651	0.0108502	0.0109236	0.0103585	0.0123196	0.01097	0.00956572	0.0121237	0.0133204	0.0078045	0.00974213	0.0134485	0.00658385	0.00621	0.0102355	0.00802209	0.00521369	0.0123378	0.00884044	0.00729472	0.0096363	0.0105422	0.00983191	0.00926246	0.00697856	0.00688087	0.010663	0.00770636	0.0077748	0.0132162	0.006758	0.00912492	0.00975661	0.0108498	0.00583898	0.0141104	0.0111461	0.0118371	0.0103032	0.00981607	0.0119408	0.00841527	0.0110437	0.0082547	0.00944746	0.0129887	0.00725333	0.00798797	0.0104884	0.0104765	0.0128266	0.00556517	0.00897813	0.0120549	0.0124657	0.013142	0.0100092	0.010787	0.00832343	0.00772144	0.00980041	0.0111918	0.010109	0.00733584	0.00906175	0.0106352	0.00922668	0.0139997	0.00794035	0.0101027	0.011357	0.0100914	0.0120034	0.00905892	0.00581299	0.0120967	0.0106088	0.00822941	0.0115557	0.00905908	0.00990643	0.0115181	0.0101307	0.00701074	0.0119006	0.00896065	0.0121071	0.0124263	0.0116324	0.00731218
ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)|g__Alistipes.s__Alistipes_senegalensis	0	0	0	0	0	0	0	5.92845e-05	0	0	0.000410085	0	0	0	0	0	0	0	0	0	4.13964e-05	5.1442e-05	0.000163733	0	0	0	0	0	0	0	0	0	0.00013744	0	0	0	0	0	0	0	0	0	0	0	0	0	9.98301e-05	0	0	0	0	0	0	0	0	0.000118011	0.00029174	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000236646	0	0	0	0	0	0	0	0	0	0	0	0	8.34338e-05	0	0	0	0	8.89198e-05	0	0	0	0	0	0	0	0	0	0	8.0801e-05	0	0	0	0	0	0.00014422	0	5.50517e-05	0	5.31565e-05	8.56597e-05	0	0	0	0	0	0	0
ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)|g__Alistipes.s__Alistipes_shahii	0	0.000145296	0	0	0.000223418	0	0	0.000113912	0	0	0.000344017	0	0	0.000151406	0.000129935	0	0	0	0.00057704	0.000157865	0	0.000443111	0.000711133	0.000303782	0.000487968	0.000491911	0.000666514	0.000109386	0.000180136	0.000461031	0.000754441	0.000284913	0.000354571	0.000198757	0.000326114	0.0015627	0.00157101	6.39106e-05	0.00121984	0.000476821	0	0	0.000241846	0.000341584	0.000199791	0.000841209	0	0.000159721	0.00033038	0	0.000377407	0.000184445	0.000171777	0	0.000574107	0	0	0	0.000288173	0	8.10924e-05	0.000301991	0	0.00150204	0	0.000239559	0.000233327	0.000251932	0.000167911	4.27525e-05	0.00101984	0	7.2349e-05	9.95563e-05	0	0	0	0.000123899	8.2466e-05	0	0	0	0.000129579	0	0	0.000934197	0	4.5397e-05	0.000575361	0.000187465	0.000882015	8.71266e-05	0	0.00108643	0	9.78112e-05	3.23043e-05	8.50275e-05	4.79986e-05	0.000409159	0.000250353	0.000429381	0.000101839	0	0.000358735	0	0.000300526	0.000164326	0.000388276	0.000353548	0.000412311	5.58945e-05	0.000218689	0	0.000255767	7.11676e-05	0.000360149	0
ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)|g__Bacteroides.s__Bacteroides_ovatus	0.00331662	0.001104	0.000302927	0.00237039	0	0	0.000386018	0.0001097	0.00368749	0.000475722	0.000118437	0.000125079	0	0.000396028	0	0.000253959	0	0.00228103	0	0.000463516	7.27439e-05	8.22185e-05	0.000224179	0	0.000380998	0.0005722	9.91818e-05	0	0.00250967	0.000274451	0	0.000169295	0.000130183	0.000222398	0.000758665	0	0	0.000986405	0.000180853	0.000281818	0.000323817	0.000734393	0.000149369	0.000520741	5.88992e-05	0.000330701	0.000177987	0	6.71354e-05	0.000566356	0	4.68985e-05	0.000428483	5.46688e-05	5.59181e-05	0	0	0.000156319	0.000128529	0.000549537	0.00045318	0.000207575	0	0	0.000654404	0	0.00104511	0.00107726	0.00171856	0.000242906	0.000733386	0.000210476	0	0.00190387	6.09582e-05	0.000652379	0	0	0	0	0	0.000911355	0.00223172	0.00185842	0	0.000527112	0.000235228	0.0011034	0	0.000390534	0	0	0	0	0.000349615	8.70024e-05	0.000633934	0	0.000437517	3.42789e-05	0.000210915	0.00018042	4.07118e-05	0.000405693	0.000112246	5.36669e-05	5.48098e-05	0	0	4.71768e-05	0.000179392	0	0.000500152	0.000104342	0.00331016	0.00142204	0	0
ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)|g__Bacteroides.s__Bacteroides_sp_1_1_30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.20028e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000939482	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)|g__Bacteroides.s__Bacteroides_sp_2_1_22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000237347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000204876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000350291	0	0	0	0
ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)|g__Bacteroides.s__Bacteroides_xylanisolvens	0	0	0	0	0	0	0	7.26926e-05	0	0	0.000336002	0.000105082	0	4.27285e-05	0	7.22079e-05	0	0	0.000190926	0	0.000198254	0	5.89462e-05	9.56305e-05	0	8.12732e-05	0	0.000396133	0	0	0	0.000233538	0	6.5976e-05	0	0	0.000312759	0	0	0.000170709	0.000118496	0	0	3.67361e-05	0	9.88515e-05	0	6.6534e-05	0.000138341	0	0	6.39268e-05	0	0	0.000125159	0.000145962	0	0.000594157	0	0.000492109	6.52475e-05	0	0	0	0.000285267	0	0	0	0	3.0062e-05	0	0	0.000500257	0	0	9.96896e-05	0	0	4.49111e-05	0.00037679	0	0	0.000100583	0	0	0	0.000110326	0	0	6.84735e-05	0	5.8224e-05	0	5.42812e-05	0.000285025	6.37995e-05	0.00021279	3.364e-05	0.000254407	0	0.000192096	0	0	0	0.000420019	0	0	0	0	0	0	0	0	0.000382017	0	0	0	0
ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)|g__Citrobacter.s__Citrobacter_freundii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000829654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.69699e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)|g__Enterobacter.s__Enterobacter_cloacae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.34128e-05	0	0	0	0	0	0	0
ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)|g__Escherichia.s__Escherichia_coli	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.26309e-05	0	6.05329e-05	0	0	0.000288931	0	0	0	0	0	0.000490402	0.000125118	0	0	0	0	9.68368e-05	7.07976e-05	0	0	0	0	0	0	0	0	5.98442e-05	0	6.24255e-05	0	0	0	0.00024007	0	0	0	0	0	0	0	0	7.80581e-05	0	0	0	0.000209765	0	0	0	0	0	7.49659e-05	1.72818e-05	1.89048e-05	0	0	0	0	0	0	0	0	0	0	6.63271e-05	0	0	0	0.000128379	0	0	0	0	0	0.00113516
